% 1. Title: Tweets Sentiment Analysis
@RELATION tweetfeatures

@ATTRIBUTE countfirstpersonpronouns NUMERIC
@ATTRIBUTE countsecondpersonpronouns NUMERIC
@ATTRIBUTE countthirdpersonpronouns NUMERIC
@ATTRIBUTE countcoordinatingconjunctions NUMERIC
@ATTRIBUTE countpasttenseverbs NUMERIC
@ATTRIBUTE countfuturetenseverbs NUMERIC
@ATTRIBUTE countcommas NUMERIC
@ATTRIBUTE countcolonssemicolons NUMERIC
@ATTRIBUTE countdashes NUMERIC
@ATTRIBUTE countparentheses NUMERIC
@ATTRIBUTE countellipses NUMERIC
@ATTRIBUTE countcommonnouns NUMERIC
@ATTRIBUTE countpropernouns NUMERIC
@ATTRIBUTE countadverbs NUMERIC
@ATTRIBUTE countwhwords NUMERIC
@ATTRIBUTE countslangacronyms NUMERIC
@ATTRIBUTE countuppercase NUMERIC
@ATTRIBUTE averagelengthsentences NUMERIC
@ATTRIBUTE averagelengthtokens NUMERIC
@ATTRIBUTE numbersentences NUMERIC
@ATTRIBUTE class {0,4}

@DATA
1,0,0,0,1,0,0,0,0,0,2,4,0,3,0,0,0,13.0,3.36363636364,1,0
4,1,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,24.0,3.40909090909,1,0
1,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,13.0,3.41666666667,1,0
0,0,0,0,1,0,0,0,1,0,0,2,0,3,0,0,0,13.0,3.5,1,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,3.0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,1,0
1,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,1,6.0,6.4,3,0
0,0,0,1,1,0,0,0,0,0,0,4,0,1,0,0,0,6.75,3.72727272727,4,0
1,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,9.0,3.125,1,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.0,3.42857142857,1,0
3,0,1,1,1,1,0,0,0,0,0,10,4,0,2,0,2,10.0,2.85714285714,3,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,11.0,3.90909090909,1,0
1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,7.0,4.0,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,7.33333333333,1,0
0,0,0,0,2,0,0,0,0,0,0,5,1,1,0,0,0,9.5,3.88235294118,2,0
0,0,2,0,2,0,0,0,0,0,1,8,0,0,0,0,0,17.0,4.26666666667,1,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5.0,3.25,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,2.6,1,0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,6.0,3.2,1,0
2,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,9.5,3.35294117647,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,5.33333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,8.0,1,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,2.5,1,0
0,0,1,0,1,0,1,0,0,0,0,5,1,1,1,0,1,12.5,3.95652173913,2,0
0,0,2,0,0,0,0,1,0,1,3,10,0,3,0,1,0,29.0,3.95652173913,1,0
2,0,0,2,0,1,1,0,0,0,0,6,0,1,1,0,0,12.5,2.95454545455,2,0
0,0,1,0,1,0,0,0,0,0,0,4,0,4,0,0,0,9.0,5.25,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,11.0,4.22222222222,1,0
1,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,10.0,3.3,1,0
1,0,0,1,3,0,0,0,0,0,1,2,0,1,0,0,0,12.0,3.90909090909,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.0,1.66666666667,1,0
1,1,2,0,0,0,0,0,1,0,0,7,0,2,0,2,0,12.5,2.16666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,14.0,3.69230769231,1,0
1,0,0,1,1,0,0,0,0,0,0,11,0,5,0,1,0,9.66666666667,3.2962962963,3,0
0,0,0,0,1,1,0,0,0,0,0,9,1,2,0,0,16,6.0,4.09090909091,4,0
0,0,2,0,0,1,0,0,0,0,0,3,1,1,0,0,0,19.0,3.72222222222,1,0
2,0,0,0,1,0,0,0,0,0,0,8,2,3,0,0,1,5.6,4.52173913043,5,0
3,1,0,2,1,0,0,0,0,0,0,9,0,0,1,0,0,11.0,2.77272727273,2,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12.0,3.33333333333,1,0
1,4,0,1,0,0,0,0,0,0,0,2,0,1,2,0,16,17.0,3.88235294118,1,0
0,0,3,0,1,0,1,0,1,0,0,6,0,0,0,0,0,14.0,4.375,2,0
0,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,12.0,4.83333333333,1,0
1,0,0,0,0,0,0,0,0,0,0,10,0,3,0,2,0,8.33333333333,3.0,3,0
0,0,0,0,0,0,0,0,0,0,1,8,0,2,1,0,1,9.5,3.55555555556,2,0
0,0,1,1,0,0,0,0,0,0,0,8,0,2,0,1,0,26.0,3.80769230769,1,0
0,0,0,1,1,0,1,0,0,0,0,6,0,2,0,0,0,24.0,3.86363636364,1,0
1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,5.5,2.3,2,0
4,0,2,2,0,1,0,0,0,0,0,7,0,1,0,0,0,8.0,3.1724137931,4,0
0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,5.66666666667,3.57142857143,3,0
2,1,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,9.66666666667,4.11538461538,3,0
3,0,0,0,0,0,0,0,0,0,1,9,1,0,1,1,0,6.33333333333,3.83333333333,3,0
0,2,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,18.0,3.5,1,0
1,0,0,2,1,0,0,0,0,0,0,5,0,3,0,0,0,16.0,3.1875,1,0
1,0,0,0,2,0,0,0,0,0,0,10,0,2,1,0,3,22.0,3.59090909091,1,0
0,2,0,1,1,1,1,0,0,0,0,2,0,2,0,0,1,8.5,3.26666666667,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.0,3.66666666667,1,0
1,0,0,0,0,0,0,0,0,0,1,8,2,3,0,2,0,3.28571428571,3.0,7,0
1,0,0,0,0,0,1,0,0,0,0,8,0,5,0,1,0,11.0,2.73684210526,2,0
3,0,0,1,3,1,0,0,0,0,2,4,0,0,0,1,0,6.33333333333,3.52941176471,3,0
1,0,1,0,0,0,0,0,0,0,1,4,0,3,0,1,0,5.33333333333,3.0625,3,0
1,0,2,0,1,0,1,0,0,0,0,8,1,0,0,0,2,7.0,3.17647058824,3,0
1,0,0,1,0,0,1,0,0,0,0,3,0,4,0,1,0,13.0,3.41666666667,1,0
2,0,2,1,0,0,1,0,0,0,0,7,2,1,0,0,0,13.5,3.95833333333,2,0
1,0,1,0,0,0,0,0,0,0,0,5,0,0,1,1,0,13.0,3.38461538462,1,0
0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,13.0,4.15384615385,1,0
1,2,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,15.0,4.28571428571,1,0
1,0,0,1,0,1,0,0,0,0,0,8,1,1,0,0,0,10.0,5.0,2,0
0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,1,3,5.5,2.3,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,8.0,4.25,1,0
1,1,0,1,0,0,1,0,0,0,0,6,1,4,0,0,0,6.4,3.5,5,0
2,0,0,0,0,0,0,0,0,0,1,4,0,2,0,1,0,13.0,3.16666666667,1,0
0,0,0,2,0,0,2,0,0,0,1,8,0,3,0,0,0,18.0,3.13333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,7.0,4.42857142857,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7.0,4.28571428571,1,0
0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,12.0,2.75,1,0
5,0,2,1,3,0,0,0,0,0,0,4,0,2,0,0,2,9.33333333333,3.88461538462,3,0
3,0,0,1,2,0,1,0,0,0,0,6,0,1,0,1,0,6.33333333333,4.0,3,0
1,0,0,1,1,0,2,0,0,0,0,7,2,3,1,0,0,14.5,3.73076923077,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,2.33333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6.0,4.0,1,0
0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,3,6.0,3.6,1,0
0,1,0,1,0,1,2,0,0,0,0,17,1,0,1,2,1,12.0,2.625,3,0
3,0,0,2,2,0,0,0,0,0,1,7,0,2,0,0,0,8.33333333333,3.30434782609,3,0
2,2,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,7.5,3.5,2,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.5,5.0,2,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,13.0,2.90909090909,1,0
0,0,3,1,0,0,0,0,0,0,1,2,0,2,0,0,0,9.5,3.44444444444,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,2.8,1,0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,5.0,5.33333333333,2,0
0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,11.0,3.77777777778,1,0
0,0,1,1,0,0,1,0,0,0,0,6,0,2,1,0,0,20.0,3.84210526316,1,0
2,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,13.0,4.2,1,0
0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,3.5,4.14285714286,2,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,5.0,3.8,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,3.57142857143,2,0
3,0,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,7.0,3.58823529412,3,0
3,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,9.33333333333,4.0,3,0
2,0,1,0,1,1,0,0,0,0,2,9,4,0,0,0,0,8.0,3.09090909091,3,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,2.42857142857,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,2.16666666667,1,0
0,1,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,8.5,3.21428571429,2,0
1,0,1,1,0,0,0,0,0,0,0,7,1,0,1,0,0,9.33333333333,3.44,3,0
2,1,0,1,0,0,0,2,0,0,1,6,1,0,0,0,0,11.0,4.55555555556,2,0
2,1,2,1,3,0,1,0,0,0,0,3,0,2,0,0,0,9.33333333333,3.54166666667,3,0
2,0,1,0,0,0,0,0,0,0,2,6,0,1,0,0,0,8.5,3.66666666667,2,0
1,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12.0,3.75,1,0
1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,9.0,3.25,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5.0,3.25,1,0
1,0,1,2,0,0,0,0,0,0,0,3,1,2,0,1,0,18.0,3.88888888889,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,3.33333333333,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5.0,4.8,1,0
0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,9.0,4.22222222222,1,0
0,0,0,0,0,0,1,0,0,0,0,7,0,3,0,0,0,15.0,4.92857142857,1,0
0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,4.0,3.625,2,0
0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,1,0,13.0,3.30769230769,1,0
0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,2.6,1,0
3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,6,6.33333333333,2.9375,3,0
4,1,1,0,2,0,0,0,1,0,0,4,0,4,0,0,0,8.66666666667,3.81818181818,3,0
0,0,0,0,0,0,1,0,0,0,1,8,3,1,0,0,0,8.5,4.25,2,0
2,0,0,1,0,0,0,0,0,0,3,8,5,1,0,0,1,6.0,4.04761904762,4,0
1,0,1,1,0,0,1,0,0,0,1,4,0,1,0,0,0,11.0,3.52631578947,2,0
1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,5.0,4.0,2,0
2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,12.0,3.40909090909,2,0
1,0,2,0,1,0,0,0,0,0,0,3,0,0,1,0,0,12.0,3.0,1,0
1,0,1,0,0,0,0,0,0,0,0,5,0,1,1,0,0,15.0,4.57142857143,1,0
2,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,11.5,3.28571428571,2,0
1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,10.0,3.57894736842,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9.0,4.66666666667,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4.0,3.33333333333,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7.0,5.0,1,0
0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,8.5,3.66666666667,2,0
1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,7.5,3.5,2,0
1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5,3.22222222222,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,7.33333333333,1,0
3,2,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,10.0,4.63157894737,2,0
1,0,1,1,0,0,0,0,0,0,3,6,0,1,1,0,1,22.0,3.36842105263,1,0
0,0,0,1,2,0,0,0,0,0,0,5,0,1,0,0,0,20.0,3.45,1,0
2,0,1,2,0,0,0,0,0,0,0,7,0,2,0,1,0,9.66666666667,3.85185185185,3,0
0,0,1,0,1,1,0,0,0,0,0,5,0,2,1,1,0,16.0,4.1875,1,0
0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,9.0,3.77777777778,1,0
0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,6.0,2.8,1,0
0,0,1,0,0,0,0,0,0,0,0,8,0,3,1,0,1,22.0,2.86363636364,1,0
2,2,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,12.0,3.18181818182,1,0
2,0,0,1,0,1,0,0,0,0,0,7,1,2,0,0,0,15.5,3.41379310345,2,0
1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,5.0,3.0,2,0
0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,12.0,3.6,1,0
1,0,0,1,0,0,0,3,1,0,0,10,1,1,0,0,0,14.5,2.875,2,0
0,0,2,0,0,1,0,0,0,0,2,4,0,2,0,1,0,10.0,4.38888888889,2,0
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.8,1,0
2,0,3,0,0,0,0,0,0,0,0,5,0,1,1,0,0,7.33333333333,3.89473684211,3,0
2,0,1,0,0,0,0,1,0,0,0,7,1,0,0,0,0,4.25,4.08333333333,4,0
0,1,1,1,0,0,1,0,0,0,0,4,0,4,1,1,0,29.0,3.48148148148,1,0
0,0,1,2,0,0,0,0,1,0,0,10,2,3,0,1,1,24.0,3.26086956522,1,0
1,1,1,0,0,0,2,0,0,0,1,2,0,2,0,1,0,12.0,2.95238095238,2,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8.0,5.28571428571,1,0
0,0,2,1,1,0,1,0,0,0,0,7,0,1,3,0,0,25.0,3.41666666667,1,0
2,0,2,0,0,0,1,0,0,0,0,4,0,1,0,0,0,10.0,2.76470588235,2,0
3,1,0,1,5,0,0,0,0,0,0,5,0,0,0,1,0,6.0,3.24,5,0
0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,8.0,3.57142857143,1,0
0,0,1,1,0,0,0,0,1,0,0,7,0,0,0,0,0,17.0,4.5,1,0
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,7.0,4.14285714286,1,0
1,0,1,0,1,1,0,0,1,0,0,9,2,2,0,0,0,9.66666666667,3.84615384615,3,0
3,1,0,0,1,0,0,0,0,1,0,5,0,2,0,1,1,17.0,3.73333333333,1,0
0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,9.0,3.66666666667,1,0
3,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,18.0,3.66666666667,1,0
0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19.0,4.11111111111,1,0
3,0,0,0,1,0,0,0,0,0,0,3,0,4,0,1,0,6.0,3.72727272727,2,0
1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,6.0,3.16666666667,1,0
0,0,0,0,1,0,1,0,0,0,0,4,0,1,0,0,0,10.0,4.55555555556,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.5,5.0,2,0
1,0,0,0,1,1,0,0,0,0,0,7,0,0,0,2,0,16.0,3.64285714286,1,0
1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,8.0,3.5,1,0
1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,10.0,3.0,1,0
2,0,3,0,1,0,0,0,0,0,3,3,1,3,0,0,1,9.33333333333,2.30769230769,3,0
1,0,2,0,0,0,0,0,0,0,1,5,0,2,0,1,0,17.0,4.0625,1,0
1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,5.5,3.7,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9.0,3.75,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.0,3.33333333333,1,0
0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,6.0,2.0,1,0
2,1,2,1,0,0,0,0,0,0,0,7,2,2,0,0,0,18.5,2.65714285714,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.0,3.83333333333,1,0
0,0,1,1,0,0,0,0,0,0,0,8,1,2,0,0,0,16.0,3.75,2,0
1,0,0,0,0,0,1,0,1,0,0,6,0,2,1,1,0,32.0,3.53333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,6.66666666667,4.44444444444,3,0
1,0,1,1,1,0,0,0,1,0,1,7,0,1,0,1,0,15.0,3.59259259259,2,0
0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0,12.0,4.0,1,0
1,0,2,0,0,1,2,0,0,0,0,7,0,0,0,0,0,20.0,3.72222222222,1,0
1,1,1,0,1,0,2,0,0,0,0,3,0,1,1,2,1,6.66666666667,3.0625,3,0
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3.0,5.5,1,0
1,0,1,0,0,0,0,0,1,0,0,7,0,1,0,1,0,9.5,3.94117647059,2,0
0,0,0,0,1,0,1,0,0,0,0,6,0,3,0,0,0,12.5,3.18181818182,2,0
0,0,1,1,0,0,0,0,0,0,1,11,0,0,0,1,0,10.6666666667,3.62068965517,3,0
0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,6.0,3.0,1,0
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3.0,4.33333333333,1,0
0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,4.5,3.5,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,4.0,2,0
0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,1,4.0,4.0,2,0
2,0,0,0,0,0,5,0,0,0,0,7,0,2,0,1,0,11.0,4.9375,2,0
0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,9.0,3.55555555556,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8.0,4.16666666667,1,0
6,0,0,1,0,0,2,0,0,0,0,5,0,1,0,0,0,29.0,3.18518518519,1,0
1,0,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,19.0,3.26315789474,1,0
0,0,0,1,2,0,0,0,0,0,0,9,1,2,0,0,5,11.5,4.52380952381,2,0
0,1,0,0,0,0,1,0,0,0,1,6,0,1,0,1,0,12.0,4.55555555556,1,0
2,0,1,0,1,0,0,0,0,0,1,4,1,1,0,0,0,20.0,3.15789473684,1,0
1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,8.0,3.71428571429,1,0
0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,6.5,4.09090909091,2,0
0,0,0,0,0,0,2,0,0,0,0,11,0,1,0,0,0,23.0,4.2380952381,1,0
1,1,0,0,1,0,1,0,0,0,1,2,0,1,0,0,1,5.0,4.5,2,0
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6.0,4.22222222222,2,0
1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,17.0,2.88235294118,1,0
0,0,1,0,0,0,0,0,0,0,1,5,0,2,0,0,0,15.0,4.21428571429,1,0
0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,8.0,3.57142857143,1,0
1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,6.5,3.45454545455,2,0
1,0,0,1,1,0,0,0,0,0,0,9,0,0,0,0,0,13.0,3.13636363636,2,0
0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,4.0,3.6,2,0
2,0,1,2,0,0,0,0,0,0,1,3,0,1,0,0,0,20.0,3.88888888889,1,0
0,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,6.0,2.90909090909,2,0
1,0,2,2,0,0,0,0,0,0,1,6,1,0,0,0,0,25.0,3.91304347826,1,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4.0,6.0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,3.0,1,0
0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,7.0,4.28571428571,1,0
2,0,1,0,0,0,2,0,0,0,0,10,0,2,0,0,0,31.0,3.55172413793,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,5.5,4.4,2,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8.0,4.28571428571,1,0
0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,4.0,4.57142857143,2,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10.0,2.8,1,0
0,1,1,0,0,0,0,0,0,0,0,7,0,4,0,1,0,18.0,2.72222222222,1,0
2,2,0,1,0,0,0,0,0,0,0,8,0,1,1,1,0,8.33333333333,2.90909090909,3,0
2,0,0,0,1,0,0,0,0,0,1,5,2,3,1,0,1,6.66666666667,3.05882352941,3,0
1,0,0,1,1,0,1,0,0,0,0,6,1,1,0,0,2,7.0,4.11111111111,3,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,5.0,6.5,1,0
1,0,1,0,2,0,1,0,0,0,0,9,1,0,0,0,0,10.3333333333,3.53571428571,3,0
1,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,12.0,4.0,1,0
1,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,7.5,2.76923076923,2,0
1,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,20.0,3.10526315789,1,0
0,1,2,1,1,0,0,0,1,0,0,6,0,3,0,2,0,9.33333333333,3.375,3,0
0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,11.0,3.88888888889,1,0
2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8.0,2.875,1,0
0,0,1,1,0,0,0,0,0,0,0,4,0,3,0,0,0,9.0,3.66666666667,2,0
2,0,1,0,0,0,0,0,1,0,1,5,1,0,0,0,0,7.5,3.41666666667,2,0
1,0,2,1,1,0,1,0,0,0,0,7,1,3,0,1,0,27.0,3.23076923077,1,0
2,0,0,2,0,0,0,0,0,1,0,3,1,4,0,1,0,9.5,2.93333333333,2,0
0,0,0,0,0,0,2,0,0,0,0,11,3,1,0,0,1,21.0,3.84210526316,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,5.0,1,0
1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,10.0,4.0,1,0
0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,8.0,4.0,1,0
0,0,0,0,1,0,0,0,1,0,1,7,2,1,0,0,0,20.0,4.52631578947,1,0
3,4,1,0,0,0,2,0,0,0,0,6,1,2,0,2,2,15.5,3.07407407407,2,0
1,2,0,1,2,0,0,0,0,0,1,1,0,1,0,0,0,13.0,3.58333333333,1,0
0,1,0,0,0,0,0,0,0,0,0,7,1,4,0,1,0,8.0,3.46666666667,2,0
0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,4.5,3.75,2,0
0,0,0,3,0,0,1,0,0,0,0,6,3,2,0,0,0,11.5,4.15,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5.0,3.4,1,0
2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,19.0,3.26315789474,1,0
0,0,0,1,0,0,0,0,0,0,4,12,1,2,0,0,0,26.0,3.04347826087,1,0
1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5.0,2.11111111111,2,0
1,0,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,12.0,3.5,1,0
3,0,0,1,0,1,0,0,0,0,0,5,2,1,0,0,0,11.0,2.90476190476,2,0
3,0,1,1,0,0,0,0,0,0,0,4,2,4,0,0,0,27.0,3.23076923077,1,0
2,0,0,1,0,0,1,0,0,0,0,6,0,2,0,1,0,14.5,3.46153846154,2,0
1,0,1,2,0,0,0,0,0,0,0,8,0,1,0,0,1,8.33333333333,3.09090909091,3,0
0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,6.66666666667,3.16666666667,3,0
1,0,0,1,1,0,1,0,0,0,0,6,2,1,0,0,0,10.0,4.03846153846,3,0
2,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,6.5,2.75,2,0
2,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,7.0,3.92307692308,2,0
0,1,0,1,0,0,0,0,0,0,0,3,0,2,0,2,0,16.0,3.5,1,0
0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,8.0,4.625,1,0
3,0,0,1,0,0,1,0,0,0,1,6,0,1,1,0,0,20.0,4.10526315789,1,0
0,0,0,0,0,0,0,0,0,0,0,9,0,2,1,1,0,9.0,3.56,3,0
0,1,0,0,0,0,0,0,0,0,0,5,1,0,1,1,1,9.0,3.0,1,0
0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,4.0,3.42857142857,2,0
0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,8.0,3.625,1,0
0,0,1,2,0,0,0,0,0,0,0,5,3,1,0,0,0,17.0,3.88235294118,1,0
1,0,0,1,2,0,0,0,0,0,2,4,0,1,0,0,0,15.0,3.28571428571,1,0
1,0,0,1,0,0,0,0,0,0,0,6,2,1,0,0,0,12.5,4.16666666667,2,0
0,1,1,0,0,0,0,0,0,0,0,4,0,3,0,0,0,15.0,2.6,1,0
